【あみあみ限定特典】ちょこすた超次元ゲイムネプテューヌネプギア完成品フィギュア[ブロッコリー]《０７月予約》,備考,※あみあみ限定特典が付きます。,,,商品コード,FIGURE-014674,発売日,１６年０７月未定,ブランド名,ブロッコリー,,シリーズ名,ちょこすた,,原作名,超次元ゲイム ネプテューヌ,『ネプテューヌ』シリーズ,,,,,,,,
えろいど引き出しの中の彼女りのちゃん完成品フィギュア[ダイキ工業]《０６月予約》,,,,,商品コード,FIGURE-014693,発売日,１６年０６月未定,ブランド名,ダイキ工業,,シリーズ名,えろいど,,原作名,えろいど,,,キャラ名,りの,,,造型師,,
Fate/EXTRACCCセイバー・ブライド1/7完成品フィギュア[グッドスマイルカンパニー]《０６月予約》,,,,,商品コード,FIGURE-014707,発売日,１６年０６月未定,ブランド名,グッドスマイルカンパニー,,,,,原作名,Fate/EXTRA CCC,『Fate』シリーズ,,キャラ名,セイバー(ネロ・クラウディウス),,,造型師,ゆま[スワンボートのスーザ],
ラブライブ！スクールアイドルフェスティバル矢澤にこ1/7完成品フィギュア[アルター]《０６月予約》,,,,,商品コード,FIGURE-014713,発売日,１６年０６月未定,ブランド名,ALTER(アルター),,,,,原作名,ラブライブ！スクールアイドルフェスティバル,『ラブライブ！』シリーズ,,キャラ名,矢澤にこ,,,造型師,タカク＆タケシ,
城姫クエスト会津若松城1/7完成品フィギュア[双翼社]《０７月予約》,,,,,商品コード,FIGURE-014749,発売日,１６年０７月未定,ブランド名,双翼社,,,,,原作名,城姫クエスト,,,キャラ名,会津若松城,,,造型師,双翼社, 
一騎当千ExtravaganzaEpoch趙雲子龍・BunnyスペシャルTYPER1/6完成品フィギュア[オルカトイズ]《０７月予約※暫定》,,,,,商品コード,FIGURE-014882,発売日,１６年０７月未定,ブランド名,ORCATOYS(オルカトイズ),,,,,原作名,一騎当千 Extravaganza Epoch,『一騎当千』シリーズ,,キャラ名,趙雲子龍,,,造型師,高橋剛[一期栄華一杯酒],
キャラクター・ボーカル・シリーズ01初音ミクmebaeVer.1/7完成品フィギュア[マックスファクトリー]《０６月予約》,,,,,商品コード,FIGURE-014996,発売日,１６年０６月未定,ブランド名,マックスファクトリー,,,,,原作名,『VOCALOID』シリーズ,,,キャラ名,初音ミク,,,造型師,シャイニングウィザード＠沢近[マックスファクトリー], 
ガールズ＆パンツァー秋山優花里完成品フィギュア[フレア]《０６月予約》,,,,,商品コード,FIGURE-015026,発売日,１６年０６月未定,ブランド名,フレア,,,,,原作名,ガールズ＆パンツァー,『ガールズ＆パンツァー』シリーズ,,キャラ名,秋山優花里,,,造型師,French Doll(Cerberus Project TM)+SIC,
ねんどろいどガールズ＆パンツァー五十鈴華[グッドスマイルカンパニー]《０６月予約》,,,,,商品コード,FIGURE-015030,発売日,１６年０６月未定,ブランド名,グッドスマイルカンパニー,,シリーズ名,『ねんどろいど』シリーズ,ねんどろいど,原作名,ガールズ＆パンツァー,『ガールズ＆パンツァー』シリーズ,,キャラ名,,,,,,
ねんどろいどガールズ＆パンツァー冷泉麻子[グッドスマイルカンパニー]《０６月予約》,,,,,商品コード,FIGURE-015031,発売日,１６年０６月未定,ブランド名,グッドスマイルカンパニー,,シリーズ名,『ねんどろいど』シリーズ,ねんどろいど,原作名,ガールズ＆パンツァー,『ガールズ＆パンツァー』シリーズ,,キャラ名,,,,,,
